"","month","town","flat_type","block","street_name","storey_range","floor_area_sqm","flat_model","lease_commence_date","remaining_lease","resale_price","year","months","address","lon","lat"
"713","2019-05","TAMPINES","3 ROOM","402","TAMPINES ST 41","04 TO 06",64,"Simplified",1985,65.58,315000,65,7,"402 TAMPINES ST 41",103.945461,1.357338
"714","2017-04","TAMPINES","4 ROOM","872","TAMPINES ST 84","01 TO 03",104,"Model A",1988,70.67,420000,70,8,"872 TAMPINES ST 84",103.9323222,1.3542317
"715","2019-05","TAMPINES","3 ROOM","417","TAMPINES ST 41","04 TO 06",60,"Improved",1985,65.58,328000,65,7,"417 TAMPINES ST 41",103.9471881,1.3587932
"716","2019-05","TAMPINES","3 ROOM","419","TAMPINES ST 41","07 TO 09",64,"Simplified",1985,65.58,315000,65,7,"419 TAMPINES ST 41",103.9467122,1.3582652
"717","2019-05","TAMPINES","3 ROOM","408","TAMPINES ST 41","10 TO 12",60,"Improved",1985,65.08,270000,65,1,"408 TAMPINES ST 41",103.9452618,1.3587863
"718","2019-05","TAMPINES","3 ROOM","438","TAMPINES ST 43","04 TO 06",74,"Model A",1985,65.58,320000,65,7,"438 TAMPINES ST 43",103.9515101,1.3604189
"719","2019-05","TAMPINES","3 ROOM","899A","TAMPINES ST 81","04 TO 06",74,"Model A",1988,68.25,325000,68,3,"899A TAMPINES ST 81",103.9352001,1.3462542
"720","2019-05","TAMPINES","3 ROOM","825","TAMPINES ST 81","01 TO 03",67,"New Generation",1987,67.5,320000,67,6,"825 TAMPINES ST 81",103.9327527,1.3494891
"721","2019-05","TAMPINES","3 ROOM","930","TAMPINES ST 91","10 TO 12",73,"Model A",1984,64.67,355000,64,8,"930 TAMPINES ST 91",103.9396416,1.3459355
"722","2019-05","TAMPINES","3 ROOM","915","TAMPINES ST 91","13 TO 15",73,"Model A",1984,64,350000,64,0,"915 TAMPINES ST 91",103.9395057,1.3486079
"723","2019-05","TAMPINES","4 ROOM","149","SIMEI ST 1","04 TO 06",84,"Simplified",1988,67.83,385000,67,10,"149 SIMEI ST 1",103.9559589,1.3459136
"724","2019-05","TAMPINES","4 ROOM","123","SIMEI ST 1","01 TO 03",104,"Model A",1988,68.5,408000,68,6,"123 SIMEI ST 1",103.9536018,1.3456346
"725","2017-04","TAMPINES","4 ROOM","718","TAMPINES ST 72","13 TO 15",99,"Model A",1997,79,420500,79,0,"718 TAMPINES ST 72",103.935472,1.3591367
"726","2019-05","TAMPINES","4 ROOM","861","TAMPINES AVE 5","07 TO 09",104,"Model A",1988,68.17,490000,68,2,"861 TAMPINES AVE 5",103.9372849,1.3550994
"727","2019-05","TAMPINES","4 ROOM","392","TAMPINES AVE 7","07 TO 09",107,"Model A",1994,73.83,408000,73,10,"392 TAMPINES AVE 7",103.9573188,1.3551282
"728","2019-05","TAMPINES","4 ROOM","880A","TAMPINES AVE 8","01 TO 03",108,"Model A",1988,67.92,390000,67,11,"880A TAMPINES AVE 8",103.931962,1.352011
"729","2019-05","TAMPINES","4 ROOM","869A","TAMPINES AVE 8","01 TO 03",92,"Model A",2015,95.08,420000,95,1,"869A TAMPINES AVE 8",103.9324083,1.3550599
"730","2019-05","TAMPINES","4 ROOM","868A","TAMPINES AVE 8","07 TO 09",92,"Model A",2015,95.08,470000,95,1,"868A TAMPINES AVE 8",103.9325981,1.3554659
"731","2019-05","TAMPINES","4 ROOM","869A","TAMPINES AVE 8","07 TO 09",92,"Model A",2015,95.08,468000,95,1,"869A TAMPINES AVE 8",103.9324083,1.3550599
"732","2019-05","TAMPINES","4 ROOM","493B","TAMPINES AVE 9","07 TO 09",105,"Model A",1993,73.17,430000,73,2,"493B TAMPINES AVE 9",103.9519572,1.3623324
"733","2019-05","TAMPINES","4 ROOM","503","TAMPINES CTRL 1","01 TO 03",110,"Model A",1990,69.83,5e+05,69,10,"503 TAMPINES CTRL 1",103.9456697,1.3564777
"734","2019-05","TAMPINES","4 ROOM","522B","TAMPINES CTRL 7","13 TO 15",93,"Model A",2015,95.33,630000,95,4,"522B TAMPINES CTRL 7",103.9389381,1.3578882
"735","2019-05","TAMPINES","4 ROOM","107","TAMPINES ST 11","07 TO 09",103,"Model A",1984,64.5,470000,64,6,"107 TAMPINES ST 11",103.948072,1.3483749
"736","2017-04","TAMPINES","4 ROOM","283","TAMPINES ST 22","07 TO 09",105,"Model A",1984,66.42,435000,66,5,"283 TAMPINES ST 22",103.9529673,1.3487122
"737","2019-05","TAMPINES","4 ROOM","102","TAMPINES ST 11","04 TO 06",104,"Model A",1983,63.42,410000,63,5,"102 TAMPINES ST 11",103.9458964,1.3467774
"738","2019-05","TAMPINES","4 ROOM","109","TAMPINES ST 11","01 TO 03",103,"Model A",1984,64.33,377000,64,4,"109 TAMPINES ST 11",103.9487065,1.3474197
"739","2019-05","TAMPINES","4 ROOM","157","TAMPINES ST 12","04 TO 06",93,"New Generation",1985,64.75,453888,64,9,"157 TAMPINES ST 12",103.9448992,1.3511017
"740","2019-05","TAMPINES","4 ROOM","140","TAMPINES ST 12","07 TO 09",93,"New Generation",1984,64.58,360000,64,7,"140 TAMPINES ST 12",103.9438114,1.3475946
"741","2019-05","TAMPINES","4 ROOM","247","TAMPINES ST 21","10 TO 12",91,"New Generation",1984,64,468000,64,0,"247 TAMPINES ST 21",103.9469347,1.3522764
"742","2019-05","TAMPINES","4 ROOM","270","TAMPINES ST 21","04 TO 06",105,"Model A",1985,65.58,420000,65,7,"270 TAMPINES ST 21",103.9488878,1.3499804
"743","2019-05","TAMPINES","4 ROOM","268","TAMPINES ST 21","10 TO 12",103,"Model A",1984,64.5,510000,64,6,"268 TAMPINES ST 21",103.9477774,1.3514326
"744","2019-05","TAMPINES","4 ROOM","261","TAMPINES ST 21","01 TO 03",103,"Model A",1984,64.33,380000,64,4,"261 TAMPINES ST 21",103.9510635,1.3542865
"745","2019-05","TAMPINES","4 ROOM","277","TAMPINES ST 22","04 TO 06",104,"Model A",1985,64.75,380000,64,9,"277 TAMPINES ST 22",103.9511542,1.3474054
"746","2019-05","TAMPINES","4 ROOM","215","TAMPINES ST 23","01 TO 03",93,"New Generation",1985,65.42,410000,65,5,"215 TAMPINES ST 23",103.9531486,1.3546402
"747","2017-04","TAMPINES","4 ROOM","897","TAMPINES ST 81","01 TO 03",104,"Model A",1988,70.42,435000,70,5,"897 TAMPINES ST 81",103.934203,1.3476507
"748","2019-05","TAMPINES","4 ROOM","230","TAMPINES ST 24","10 TO 12",98,"New Generation",1985,64.83,420000,64,10,"230 TAMPINES ST 24",103.9526953,1.3559606
"749","2019-05","TAMPINES","4 ROOM","384","TAMPINES ST 32","07 TO 09",104,"Model A",1993,73.33,398000,73,4,"384 TAMPINES ST 32",103.957913,1.354013
"750","2019-05","TAMPINES","4 ROOM","347","TAMPINES ST 33","07 TO 09",107,"Model A",1996,76.17,412000,76,2,"347 TAMPINES ST 33",103.963121,1.3518733
"751","2019-05","TAMPINES","4 ROOM","340","TAMPINES ST 33","01 TO 03",109,"Model A",1995,75.67,390000,75,8,"340 TAMPINES ST 33",103.9599576,1.3511706
"752","2019-05","TAMPINES","4 ROOM","318","TAMPINES ST 33","10 TO 12",111,"Model A",1995,75.33,395000,75,4,"318 TAMPINES ST 33",103.9559589,1.3516225
"753","2019-05","TAMPINES","4 ROOM","350","TAMPINES ST 33","01 TO 03",104,"Model A",1996,76,396000,76,0,"350 TAMPINES ST 33",103.963121,1.3538497
"754","2019-05","TAMPINES","4 ROOM","369","TAMPINES ST 34","07 TO 09",104,"Model A",1997,76.83,430000,76,10,"369 TAMPINES ST 34",103.9602896,1.3584691
"755","2019-05","TAMPINES","4 ROOM","368","TAMPINES ST 34","01 TO 03",101,"Model A",1997,77.08,4e+05,77,1,"368 TAMPINES ST 34",103.9609678,1.3587853
"756","2019-05","TAMPINES","4 ROOM","402","TAMPINES ST 41","01 TO 03",104,"Model A",1985,65.5,430000,65,6,"402 TAMPINES ST 41",103.945461,1.357338
"757","2019-05","TAMPINES","4 ROOM","450","TAMPINES ST 42","04 TO 06",104,"Model A",1985,64.75,425000,64,9,"450 TAMPINES ST 42",103.9516754,1.3574124
"758","2017-04","TAMPINES","4 ROOM","419","TAMPINES ST 41","10 TO 12",89,"Simplified",1985,67.67,439800,67,8,"419 TAMPINES ST 41",103.9467122,1.3582652
"759","2019-05","TAMPINES","4 ROOM","493D","TAMPINES ST 43","01 TO 03",104,"Model A",1993,73.17,383000,73,2,"493D TAMPINES ST 43",103.9517208,1.3623906
"760","2019-05","TAMPINES","4 ROOM","443","TAMPINES ST 43","10 TO 12",84,"Simplified",1985,65.67,370000,65,8,"443 TAMPINES ST 43",103.952023,1.3588843
"761","2019-05","TAMPINES","4 ROOM","470","TAMPINES ST 44","10 TO 12",84,"Simplified",1986,66,395000,66,0,"470 TAMPINES ST 44",103.9545991,1.3608544
"762","2019-05","TAMPINES","4 ROOM","489A","TAMPINES ST 45","07 TO 09",104,"Model A",1989,69.08,4e+05,69,1,"489A TAMPINES ST 45",103.9574279,1.360636
"763","2019-05","TAMPINES","4 ROOM","498A","TAMPINES ST 45","01 TO 03",106,"Premium Apartment",1997,77.17,412000,77,2,"498A TAMPINES ST 45",103.957859,1.36169
"764","2019-05","TAMPINES","4 ROOM","498M","TAMPINES ST 45","01 TO 03",106,"Premium Apartment",1997,77.17,425000,77,2,"498M TAMPINES ST 45",103.957859,1.36169
"765","2019-05","TAMPINES","4 ROOM","733","TAMPINES ST 71","10 TO 12",100,"Model A",1997,77.17,458000,77,2,"733 TAMPINES ST 71",103.9340217,1.3578274
"766","2019-05","TAMPINES","4 ROOM","730","TAMPINES ST 71","07 TO 09",103,"Model A",1997,77.67,455000,77,8,"730 TAMPINES ST 71",103.9335685,1.3567318
"767","2019-05","TAMPINES","4 ROOM","726","TAMPINES ST 71","07 TO 09",103,"Model A",1997,77.25,455000,77,3,"726 TAMPINES ST 71",103.9358572,1.3570662
"768","2019-05","TAMPINES","4 ROOM","897A","TAMPINES ST 81","10 TO 12",103,"Model A",1988,68.25,435000,68,3,"897A TAMPINES ST 81",103.9352907,1.347498
"769","2017-04","TAMPINES","4 ROOM","275","TAMPINES ST 22","04 TO 06",103,"Model A",1985,66.75,440000,66,9,"275 TAMPINES ST 22",103.9504289,1.3478488
"770","2019-05","TAMPINES","4 ROOM","888A","TAMPINES ST 81","04 TO 06",104,"Model A",1989,68.75,370000,68,9,"888A TAMPINES ST 81",103.9308719,1.3505433
"771","2019-05","TAMPINES","4 ROOM","814","TAMPINES ST 81","04 TO 06",105,"Model A",1984,64.25,410000,64,3,"814 TAMPINES ST 81",103.9366504,1.3472705
"772","2019-05","TAMPINES","4 ROOM","814","TAMPINES ST 81","07 TO 09",105,"Model A",1984,64.25,440000,64,3,"814 TAMPINES ST 81",103.9366504,1.3472705
"773","2019-05","TAMPINES","4 ROOM","848","TAMPINES ST 82","10 TO 12",103,"Model A",1985,65.33,460000,65,4,"848 TAMPINES ST 82",103.9360159,1.3524714
"774","2019-05","TAMPINES","4 ROOM","843","TAMPINES ST 83","01 TO 03",84,"Simplified",1988,67.75,371500,67,9,"843 TAMPINES ST 83",103.9350188,1.3517452
"775","2019-05","TAMPINES","4 ROOM","864","TAMPINES ST 83","07 TO 09",104,"Model A",1988,68.17,395000,68,2,"864 TAMPINES ST 83",103.935472,1.3550368
"776","2019-05","TAMPINES","4 ROOM","862A","TAMPINES ST 83","04 TO 06",104,"Model A",1988,67.92,450000,67,11,"862A TAMPINES ST 83",103.9365371,1.3550855
"777","2019-05","TAMPINES","4 ROOM","916","TAMPINES ST 91","01 TO 03",103,"Model A",1984,64.42,390000,64,5,"916 TAMPINES ST 91",103.9402762,1.3491524
"778","2019-05","TAMPINES","4 ROOM","911","TAMPINES ST 91","13 TO 15",104,"Model A",1984,64.17,478000,64,2,"911 TAMPINES ST 91",103.9398229,1.3498138
"779","2019-05","TAMPINES","4 ROOM","933","TAMPINES ST 91","07 TO 09",104,"Model A",1985,65.08,468000,65,1,"933 TAMPINES ST 91",103.9387352,1.3452821
"780","2017-01","JURONG WEST","EXECUTIVE","609","JURONG WEST ST 65","10 TO 12",133,"Premium Apartment",2001,83.33,6e+05,83,4,"609 JURONG WEST ST 65",103.7005988,1.3380078
"781","2017-04","TAMPINES","4 ROOM","140","TAMPINES ST 12","01 TO 03",91,"New Generation",1984,66.67,441000,66,8,"140 TAMPINES ST 12",103.9438114,1.3475946
"782","2019-05","TAMPINES","4 ROOM","910","TAMPINES ST 91","01 TO 03",110,"Model A",1984,64.42,460000,64,5,"910 TAMPINES ST 91",103.9384633,1.3498218
"783","2019-05","TAMPINES","4 ROOM","916","TAMPINES ST 91","10 TO 12",104,"Model A",1984,64.33,4e+05,64,4,"916 TAMPINES ST 91",103.9402762,1.3491524
"784","2019-05","TAMPINES","5 ROOM","168A","SIMEI LANE","10 TO 12",107,"DBSS",2011,90.83,820000,90,10,"168A SIMEI LANE",103.958899,1.342689
"785","2019-05","TAMPINES","5 ROOM","167A","SIMEI LANE","10 TO 12",107,"DBSS",2011,90.83,763000,90,10,"167A SIMEI LANE",103.9593961,1.3435347
"786","2019-05","TAMPINES","5 ROOM","133","SIMEI ST 1","04 TO 06",122,"Improved",1988,68.33,522000,68,4,"133 SIMEI ST 1",103.9558682,1.3472315
"787","2019-05","TAMPINES","5 ROOM","101","SIMEI ST 1","04 TO 06",128,"Improved",1988,68.42,528000,68,5,"101 SIMEI ST 1",103.9518794,1.3411804
"788","2019-05","TAMPINES","5 ROOM","109","SIMEI ST 1","01 TO 03",122,"Improved",1988,68.5,515000,68,6,"109 SIMEI ST 1",103.9501796,1.3422697
"789","2019-05","TAMPINES","5 ROOM","112","SIMEI ST 1","07 TO 09",121,"Improved",1988,67.75,520000,67,9,"112 SIMEI ST 1",103.9495451,1.3429686
"790","2019-05","TAMPINES","5 ROOM","123","SIMEI ST 1","04 TO 06",128,"Improved",1988,68.5,550000,68,6,"123 SIMEI ST 1",103.9536018,1.3456346
"791","2019-05","TAMPINES","5 ROOM","225","SIMEI ST 4","01 TO 03",122,"Improved",1988,68.5,475000,68,6,"225 SIMEI ST 4",103.9572281,1.3423933
"792","2017-04","TAMPINES","4 ROOM","270","TAMPINES ST 21","01 TO 03",116,"Model A",1985,67.67,445000,67,8,"270 TAMPINES ST 21",103.9488878,1.3499804
"793","2019-05","TAMPINES","5 ROOM","903","TAMPINES AVE 4","01 TO 03",133,"Model A",1984,64.33,535000,64,4,"903 TAMPINES AVE 4",103.9397323,1.3509856
"794","2019-05","TAMPINES","5 ROOM","815","TAMPINES AVE 4","10 TO 12",121,"Improved",1985,64.83,532800,64,10,"815 TAMPINES AVE 4",103.9374662,1.3473389
"795","2019-05","TAMPINES","5 ROOM","491A","TAMPINES AVE 9","01 TO 03",125,"Improved",1993,73.25,480000,73,3,"491A TAMPINES AVE 9",103.9537831,1.3626164
"796","2019-05","TAMPINES","5 ROOM","518D","TAMPINES CTRL 7","13 TO 15",109,"DBSS",2008,88.67,812000,88,8,"518D TAMPINES CTRL 7",103.9388485,1.3563165
"797","2019-05","TAMPINES","5 ROOM","522C","TAMPINES CTRL 7","01 TO 03",113,"Improved",2015,95.25,605000,95,3,"522C TAMPINES CTRL 7",103.9394263,1.3579162
"798","2019-05","TAMPINES","5 ROOM","522B","TAMPINES CTRL 7","04 TO 06",113,"Improved",2015,95.25,650000,95,3,"522B TAMPINES CTRL 7",103.9389381,1.3578882
"799","2019-05","TAMPINES","5 ROOM","254","TAMPINES ST 21","04 TO 06",124,"Improved",1984,64.5,554000,64,6,"254 TAMPINES ST 21",103.9491598,1.3530532
"800","2019-05","TAMPINES","5 ROOM","289","TAMPINES ST 22","01 TO 03",121,"Improved",1985,64.92,485000,64,11,"289 TAMPINES ST 22",103.9553243,1.3495768
"801","2019-05","TAMPINES","5 ROOM","229","TAMPINES ST 23","01 TO 03",121,"Improved",1985,65.08,515000,65,1,"229 TAMPINES ST 23",103.9539645,1.3559531
"802","2019-05","TAMPINES","5 ROOM","306","TAMPINES ST 32","04 TO 06",125,"Improved",1993,73.25,505000,73,3,"306 TAMPINES ST 32",103.9557776,1.3531608
"803","2017-04","TAMPINES","4 ROOM","133","SIMEI ST 1","10 TO 12",84,"Simplified",1988,70.33,445888,70,4,"133 SIMEI ST 1",103.9558682,1.3472315
"804","2019-05","TAMPINES","5 ROOM","306","TAMPINES ST 32","01 TO 03",125,"Improved",1993,73.17,510000,73,2,"306 TAMPINES ST 32",103.9557776,1.3531608
"805","2019-05","TAMPINES","5 ROOM","318","TAMPINES ST 33","04 TO 06",130,"Improved",1995,75.33,490000,75,4,"318 TAMPINES ST 33",103.9559589,1.3516225
"806","2019-05","TAMPINES","5 ROOM","339","TAMPINES ST 33","07 TO 09",137,"Model A",1995,75.58,520000,75,7,"339 TAMPINES ST 33",103.9590413,1.3510921
"807","2019-05","TAMPINES","5 ROOM","716","TAMPINES ST 71","10 TO 12",119,"Improved",1997,76.92,558000,76,11,"716 TAMPINES ST 71",103.9366504,1.3594227
"808","2019-05","TAMPINES","5 ROOM","718","TAMPINES ST 72","07 TO 09",120,"Improved",1997,76.92,530000,76,11,"718 TAMPINES ST 72",103.935472,1.3591367
"809","2019-05","TAMPINES","5 ROOM","723","TAMPINES ST 72","10 TO 12",119,"Improved",1997,76.92,5e+05,76,11,"723 TAMPINES ST 72",103.9351094,1.3600175
"810","2019-05","TAMPINES","5 ROOM","898A","TAMPINES ST 81","01 TO 03",122,"Improved",1988,68.58,505000,68,7,"898A TAMPINES ST 81",103.9346465,1.3466491
"811","2019-05","TAMPINES","5 ROOM","840","TAMPINES ST 82","01 TO 03",122,"Improved",1986,65.75,451000,65,9,"840 TAMPINES ST 82",103.9356533,1.3510826
"812","2019-05","TAMPINES","5 ROOM","842G","TAMPINES ST 82","01 TO 03",133,"Model A",1995,75.25,583000,75,3,"842G TAMPINES ST 82",103.937262,1.352196
"813","2019-05","TAMPINES","5 ROOM","855","TAMPINES ST 83","04 TO 06",122,"Improved",1987,67,510000,67,0,"855 TAMPINES ST 83",103.935472,1.3534994
"814","2017-04","TAMPINES","4 ROOM","732","TAMPINES ST 71","10 TO 12",103,"Model A",1997,79.17,446000,79,2,"732 TAMPINES ST 71",103.9344523,1.3576601
"815","2019-05","TAMPINES","5 ROOM","912","TAMPINES ST 91","07 TO 09",134,"Model A",1984,64.33,580000,64,4,"912 TAMPINES ST 91",103.9392791,1.349451
"816","2019-05","TAMPINES","5 ROOM","932","TAMPINES ST 91","04 TO 06",133,"Model A",1985,65.58,6e+05,65,7,"932 TAMPINES ST 91",103.9398229,1.3455685
"817","2019-05","TAMPINES","EXECUTIVE","892A","TAMPINES AVE 8","07 TO 09",141,"Apartment",1997,76.83,655000,76,10,"892A TAMPINES AVE 8",103.9295576,1.3488673
"818","2019-05","TAMPINES","EXECUTIVE","230E","TAMPINES ST 24","07 TO 09",147,"Apartment",1993,73.25,675000,73,3,"230E TAMPINES ST 24",103.9510635,1.3561166
"819","2019-05","TAMPINES","EXECUTIVE","327","TAMPINES ST 32","07 TO 09",147,"Apartment",1995,75.67,630000,75,8,"327 TAMPINES ST 32",103.9584973,1.3524128
"820","2019-05","TAMPINES","EXECUTIVE","324","TAMPINES ST 32","07 TO 09",148,"Apartment",1995,75.58,650000,75,7,"324 TAMPINES ST 32",103.9593132,1.352408
"821","2019-05","TAMPINES","EXECUTIVE","314","TAMPINES ST 33","07 TO 09",144,"Apartment",1993,73.17,645000,73,2,"314 TAMPINES ST 33",103.9571233,1.3521987
"822","2019-05","TAMPINES","EXECUTIVE","895A","TAMPINES ST 81","07 TO 09",146,"Maisonette",1988,68.25,695000,68,3,"895A TAMPINES ST 81",103.9324808,1.3476608
"823","2019-05","TAMPINES","EXECUTIVE","867A","TAMPINES ST 83","07 TO 09",146,"Maisonette",1989,68.75,780000,68,9,"867A TAMPINES ST 83",103.9338178,1.3556505
"824","2019-05","TAMPINES","MULTI-GENERATION","460","TAMPINES ST 42","10 TO 12",166,"Multi Generation",1987,67.33,850000,67,4,"460 TAMPINES ST 42",103.9549617,1.3583631
"825","2017-04","TAMPINES","4 ROOM","101","TAMPINES ST 11","10 TO 12",107,"Model A",1982,64,448000,64,0,"101 TAMPINES ST 11",103.9452618,1.3474398
"826","2019-05","WOODLANDS","2 ROOM","780B","WOODLANDS CRES","04 TO 06",47,"Model A",2015,95.25,220000,95,3,"780B WOODLANDS CRES",103.8011207,1.4488687
"827","2019-05","WOODLANDS","2 ROOM","780F","WOODLANDS CRES","01 TO 03",47,"Model A",2015,95.17,230000,95,2,"780F WOODLANDS CRES",103.8009103,1.448315
"828","2019-05","WOODLANDS","2 ROOM","780A","WOODLANDS CRES","04 TO 06",47,"Model A",2015,95.17,225000,95,2,"780A WOODLANDS CRES",103.8009103,1.448315
"829","2019-05","WOODLANDS","2 ROOM","780A","WOODLANDS CRES","13 TO 15",47,"Model A",2015,95.17,205000,95,2,"780A WOODLANDS CRES",103.8009103,1.448315
"830","2019-05","WOODLANDS","3 ROOM","30","MARSILING DR","07 TO 09",73,"New Generation",1977,57,230000,57,0,"30 MARSILING DR",103.7722757,1.4425639
"831","2019-05","WOODLANDS","3 ROOM","2","MARSILING DR","13 TO 15",65,"Improved",1974,54.25,230000,54,3,"2 MARSILING DR",103.7765762,1.4399313
"832","2019-05","WOODLANDS","3 ROOM","6","MARSILING DR","07 TO 09",65,"Improved",1976,55.67,198000,55,8,"6 MARSILING DR",103.7763046,1.4419885
"833","2019-05","WOODLANDS","3 ROOM","12A","MARSILING LANE","22 TO 24",67,"Model A",2013,93.08,315000,93,1,"12A MARSILING LANE",103.7780493,1.4412515
"834","2019-05","WOODLANDS","3 ROOM","12A","MARSILING LANE","10 TO 12",67,"Model A",2013,93.08,281000,93,1,"12A MARSILING LANE",103.7780493,1.4412515
"835","2019-05","WOODLANDS","3 ROOM","131","MARSILING RISE","01 TO 03",69,"Improved",1985,64.67,215000,64,8,"131 MARSILING RISE",103.7782964,1.4384526
"836","2017-04","TAMPINES","4 ROOM","497B","TAMPINES ST 45","04 TO 06",102,"Premium Apartment",1996,78.17,450000,78,2,"497B TAMPINES ST 45",103.9579987,1.3586014
"837","2019-05","WOODLANDS","3 ROOM","782C","WOODLANDS CRES","10 TO 12",67,"Model A",2015,95.08,305000,95,1,"782C WOODLANDS CRES",103.8032795,1.4477408
"838","2019-05","WOODLANDS","3 ROOM","782C","WOODLANDS CRES","04 TO 06",67,"Model A",2015,95.08,280000,95,1,"782C WOODLANDS CRES",103.8032795,1.4477408
"839","2019-05","WOODLANDS","3 ROOM","886A","WOODLANDS DR 50","04 TO 06",67,"Premium Apartment",2015,94.75,312888,94,9,"886A WOODLANDS DR 50",103.7945465,1.438301
"840","2019-05","WOODLANDS","3 ROOM","111","WOODLANDS ST 13","01 TO 03",78,"Model A",1995,74.67,275000,74,8,"111 WOODLANDS ST 13",103.7820991,1.4379153
"841","2019-05","WOODLANDS","3 ROOM","166","WOODLANDS ST 13","01 TO 03",82,"New Generation",1986,66.33,265000,66,4,"166 WOODLANDS ST 13",103.7753992,1.4336992
"842","2019-05","WOODLANDS","3 ROOM","149","WOODLANDS ST 13","10 TO 12",68,"New Generation",1985,64.83,260200,64,10,"149 WOODLANDS ST 13",103.773,1.4358059
"843","2019-05","WOODLANDS","4 ROOM","30","MARSILING DR","10 TO 12",97,"New Generation",1977,57,275000,57,0,"30 MARSILING DR",103.7722757,1.4425639
"844","2019-05","WOODLANDS","4 ROOM","24","MARSILING DR","04 TO 06",92,"New Generation",1977,57.17,240000,57,2,"24 MARSILING DR",103.772549,1.441578
"845","2019-05","WOODLANDS","4 ROOM","25","MARSILING DR","07 TO 09",91,"New Generation",1977,57.08,240000,57,1,"25 MARSILING DR",103.772454,1.441967
"846","2019-05","WOODLANDS","4 ROOM","5","MARSILING DR","04 TO 06",90,"Improved",1974,54.25,240000,54,3,"5 MARSILING DR",103.7750008,1.4394594
"847","2017-04","TAMPINES","4 ROOM","116","SIMEI ST 1","01 TO 03",104,"Model A",1988,70.58,450000,70,7,"116 SIMEI ST 1",103.9512787,1.343658
"848","2019-05","WOODLANDS","4 ROOM","201","MARSILING DR","07 TO 09",92,"New Generation",1980,60.25,265000,60,3,"201 MARSILING DR",103.7754832,1.4426367
"849","2019-05","WOODLANDS","4 ROOM","8","MARSILING DR","04 TO 06",88,"Improved",1976,55.67,245000,55,8,"8 MARSILING DR",103.777394,1.4414213
"850","2019-05","WOODLANDS","4 ROOM","12C","MARSILING LANE","19 TO 21",93,"Model A",2013,93.08,388888,93,1,"12C MARSILING LANE",103.7777155,1.4409923
"851","2019-05","WOODLANDS","4 ROOM","12B","MARSILING LANE","16 TO 18",93,"Model A",2013,93.08,4e+05,93,1,"12B MARSILING LANE",103.777968,1.4411282
"852","2019-05","WOODLANDS","4 ROOM","12B","MARSILING LANE","07 TO 09",93,"Model A",2013,93.08,359900,93,1,"12B MARSILING LANE",103.777968,1.4411282
"853","2019-05","WOODLANDS","4 ROOM","12A","MARSILING LANE","16 TO 18",93,"Model A",2013,93.08,418000,93,1,"12A MARSILING LANE",103.7780493,1.4412515
"854","2019-05","WOODLANDS","4 ROOM","119","MARSILING RISE","10 TO 12",111,"Model A",1995,74.83,328000,74,10,"119 MARSILING RISE",103.7803109,1.4388622
"855","2019-05","WOODLANDS","4 ROOM","343","WOODLANDS AVE 1","01 TO 03",84,"Simplified",1989,69.33,290000,69,4,"343 WOODLANDS AVE 1",103.7807343,1.4318833
"856","2019-05","WOODLANDS","4 ROOM","336","WOODLANDS AVE 1","04 TO 06",103,"Model A",1985,65.5,345000,65,6,"336 WOODLANDS AVE 1",103.781918,1.43043
"857","2019-05","WOODLANDS","4 ROOM","570C","WOODLANDS AVE 1","01 TO 03",92,"Model A",2013,93.5,375000,93,6,"570C WOODLANDS AVE 1",103.790116,1.431386
"858","2017-04","TAMPINES","4 ROOM","227","TAMPINES ST 23","07 TO 09",96,"New Generation",1986,68,450000,68,0,"227 TAMPINES ST 23",103.9549617,1.3547028
"859","2019-05","WOODLANDS","4 ROOM","350","WOODLANDS AVE 3","04 TO 06",84,"Simplified",1988,68.08,305000,68,1,"350 WOODLANDS AVE 3",103.7823028,1.4338587
"860","2019-05","WOODLANDS","4 ROOM","750","WOODLANDS AVE 4","04 TO 06",101,"Model A",1998,77.75,312000,77,9,"750 WOODLANDS AVE 4",103.7939605,1.444302
"861","2019-05","WOODLANDS","4 ROOM","618","WOODLANDS AVE 4","04 TO 06",95,"Model A2",1998,78.08,315000,78,1,"618 WOODLANDS AVE 4",103.796677,1.4336421
"862","2019-05","WOODLANDS","4 ROOM","627","WOODLANDS AVE 6","01 TO 03",96,"Model A2",1998,78.33,302000,78,4,"627 WOODLANDS AVE 6",103.8010235,1.4336154
"863","2019-05","WOODLANDS","4 ROOM","759","WOODLANDS AVE 6","01 TO 03",102,"Model A",1998,77.92,315000,77,11,"759 WOODLANDS AVE 6",103.7952282,1.4464231
"864","2019-05","WOODLANDS","4 ROOM","627","WOODLANDS AVE 6","04 TO 06",90,"Model A2",1998,78.25,320000,78,3,"627 WOODLANDS AVE 6",103.8010235,1.4336154
"865","2019-05","WOODLANDS","4 ROOM","760","WOODLANDS AVE 6","01 TO 03",102,"Model A",1998,77.75,320000,77,9,"760 WOODLANDS AVE 6",103.796677,1.4468546
"866","2019-05","WOODLANDS","4 ROOM","734","WOODLANDS CIRCLE","04 TO 06",101,"Model A",1998,77.83,317000,77,10,"734 WOODLANDS CIRCLE",103.7980353,1.4439831
"867","2019-05","WOODLANDS","4 ROOM","729","WOODLANDS CIRCLE","10 TO 12",91,"Model A2",1997,77.5,305888,77,6,"729 WOODLANDS CIRCLE",103.7985786,1.4425116
